Id_de_sentencia,IdVictima,TipoPersona,TipoVictima,Sexo,FchVictimizanteIni,FchVictimizanteFin,ViolaciónDerechoHumano
997,1113,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2119,2442,Persona Jurídica,,Se desconoce,24/08/2016 12:00:00 a. m.,24/08/2016 12:00:00 a. m.,No
1019,1143,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
3075,3550,Persona Jurídica,,Se desconoce,25/08/2016 12:00:00 a. m.,25/08/2016 12:00:00 a. m.,No
477,570,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1708,1894,Persona Jurídica,,Se desconoce,27/08/2016 12:00:00 a. m.,27/08/2016 12:00:00 a. m.,No
903,997,Persona Jurídica,,Se desconoce,08/05/2016 12:00:00 a. m.,08/05/2016 12:00:00 a. m.,No
2078,2369,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2078,2368,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2438,2914,Persona Jurídica,,Se desconoce,30/08/2016 12:00:00 a. m.,30/08/2016 12:00:00 a. m.,No
1774,2003,Persona Física,Directa,Hombre,30/08/2016 12:00:00 a. m.,30/08/2016 12:00:00 a. m.,Si
1774,2004,Persona Física,Directa,Hombre,30/08/2016 12:00:00 a. m.,30/08/2016 12:00:00 a. m.,Si
1774,2005,Persona Física,Directa,Hombre,30/08/2016 12:00:00 a. m.,30/08/2016 12:00:00 a. m.,Si
1774,2006,Persona Física,Directa,Hombre,30/08/2016 12:00:00 a. m.,30/08/2016 12:00:00 a. m.,Si
1774,2007,Persona Física,Directa,Hombre,30/08/2016 12:00:00 a. m.,30/08/2016 12:00:00 a. m.,Si
1774,2008,Persona Física,Directa,Mujer,30/08/2016 12:00:00 a. m.,30/08/2016 12:00:00 a. m.,Si
1774,2009,Persona Física,Directa,Hombre,30/08/2016 12:00:00 a. m.,30/08/2016 12:00:00 a. m.,Si
1774,2010,Persona Física,Directa,Hombre,30/08/2016 12:00:00 a. m.,30/08/2016 12:00:00 a. m.,Si
1774,2011,Persona Física,Directa,Hombre,30/08/2016 12:00:00 a. m.,30/08/2016 12:00:00 a. m.,Si
1774,2012,Persona Física,Directa,Hombre,30/08/2016 12:00:00 a. m.,30/08/2016 12:00:00 a. m.,Si
1774,2353,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2814,3267,Persona Jurídica,,Se desconoce,30/06/2016 12:00:00 a. m.,30/06/2016 12:00:00 a. m.,No
1942,2172,Persona Jurídica,,Se desconoce,31/08/2016 12:00:00 a. m.,31/08/2016 12:00:00 a. m.,No
2423,2830,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1359,1504,Persona Jurídica,,Se desconoce,03/09/2016 12:00:00 a. m.,03/09/2016 12:00:00 a. m.,No
2560,2968,Persona Jurídica,,Se desconoce,03/09/2016 12:00:00 a. m.,03/09/2016 12:00:00 a. m.,No
743,836,Persona Jurídica,,Se desconoce,06/08/2016 12:00:00 a. m.,06/08/2016 12:00:00 a. m.,No
1987,2347,Persona Jurídica,,Se desconoce,05/09/2016 12:00:00 a. m.,05/09/2016 12:00:00 a. m.,No
2058,2341,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1698,1881,Persona Jurídica,,Se desconoce,05/09/2016 12:00:00 a. m.,05/09/2016 12:00:00 a. m.,No
2189,2537,Persona Jurídica,,Se desconoce,05/09/2016 12:00:00 a. m.,05/09/2016 12:00:00 a. m.,No
909,1006,Persona Jurídica,,Se desconoce,05/09/2016 12:00:00 a. m.,05/09/2016 12:00:00 a. m.,No
1985,2203,Persona Jurídica,,Se desconoce,07/09/2016 12:00:00 a. m.,07/09/2016 12:00:00 a. m.,No
2353,2768,Persona Jurídica,,Se desconoce,08/10/2015 12:00:00 a. m.,08/10/2015 12:00:00 a. m.,No
2533,2957,Persona Jurídica,,Se desconoce,07/09/2016 12:00:00 a. m.,07/09/2016 12:00:00 a. m.,No
412,433,Persona Jurídica,,Se desconoce,09/09/2016 12:00:00 a. m.,09/09/2016 12:00:00 a. m.,No
2168,2512,Persona Jurídica,,Se desconoce,11/09/2016 12:00:00 a. m.,11/09/2016 12:00:00 a. m.,No
2515,2915,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1517,1667,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1517,1668,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1517,1669,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1517,1670,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1517,1671,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1517,1672,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1517,1673,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1517,1674,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1517,1675,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1517,1676,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
188,210,Persona Jurídica,,Se desconoce,20/09/2016 12:00:00 a. m.,20/09/2016 12:00:00 a. m.,No
761,855,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
3260,3752,Persona Jurídica,,Se desconoce,23/09/2016 12:00:00 a. m.,23/09/2016 12:00:00 a. m.,No
2224,3574,Persona Jurídica,,,26/09/2016 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2457,2863,Persona Jurídica,,Se desconoce,04/07/2016 12:00:00 a. m.,04/07/2016 12:00:00 a. m.,No
2382,2804,Persona Jurídica,,Se desconoce,20/09/2016 12:00:00 a. m.,20/09/2016 12:00:00 a. m.,No
1008,1130,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
584,673,Persona Jurídica,,Se desconoce,28/09/2016 12:00:00 a. m.,28/09/2016 12:00:00 a. m.,No
1713,1899,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1667,1851,Persona Jurídica,,Se desconoce,04/10/2016 12:00:00 a. m.,04/10/2016 12:00:00 a. m.,No
1009,1131,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
3070,3545,Persona Jurídica,,Se desconoce,05/10/2016 12:00:00 a. m.,05/10/2016 12:00:00 a. m.,No
1848,2091,Persona Jurídica,,Se desconoce,16/09/2016 12:00:00 a. m.,14/05/2021 12:00:00 a. m.,No
2437,2845,Persona Jurídica,,Se desconoce,07/10/2016 12:00:00 a. m.,07/10/2016 12:00:00 a. m.,No
1526,1689,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1613,1799,Persona Jurídica,,Se desconoce,08/10/2016 12:00:00 a. m.,08/10/2016 12:00:00 a. m.,No
2384,2935,Persona Jurídica,,Se desconoce,09/10/2016 12:00:00 a. m.,09/10/2016 12:00:00 a. m.,No
1704,1889,Persona Jurídica,,Se desconoce,12/10/2016 12:00:00 a. m.,12/10/2016 12:00:00 a. m.,No
1975,2201,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1321,1465,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1922,2151,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1393,1539,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1652,1838,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
3116,3597,Persona Jurídica,,Se desconoce,22/10/2016 12:00:00 a. m.,22/10/2016 12:00:00 a. m.,No
2585,3000,Persona Jurídica,,Se desconoce,04/09/2016 12:00:00 a. m.,04/09/2016 12:00:00 a. m.,No
1445,1589,Persona Jurídica,,Se desconoce,27/09/2016 12:00:00 a. m.,27/09/2016 12:00:00 a. m.,No
448,480,Persona Jurídica,,Se desconoce,24/10/2016 12:00:00 a. m.,24/10/2016 12:00:00 a. m.,No
898,993,Persona Jurídica,,Se desconoce,24/10/2016 12:00:00 a. m.,24/10/2016 12:00:00 a. m.,No
1772,2001,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2317,2719,Persona Jurídica,,Se desconoce,21/08/2016 12:00:00 a. m.,21/08/2016 12:00:00 a. m.,No
218,883,Persona Jurídica,,Se desconoce,26/10/2016 12:00:00 a. m.,26/10/2016 12:00:00 a. m.,No
1327,1472,Persona Jurídica,,Se desconoce,28/10/2016 12:00:00 a. m.,28/10/2016 12:00:00 a. m.,No
1702,1886,Persona Jurídica,,Se desconoce,30/10/2016 12:00:00 a. m.,30/10/2016 12:00:00 a. m.,No
1906,2133,Persona Jurídica,,Se desconoce,02/11/2016 12:00:00 a. m.,02/11/2016 12:00:00 a. m.,No
1754,1958,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2319,2732,Persona Física,Directa,Mujer,09/11/2016 12:00:00 a. m.,09/11/2016 12:00:00 a. m.,No
2319,2733,Persona Física,Directa,Mujer,09/11/2016 12:00:00 a. m.,09/11/2016 12:00:00 a. m.,No
2319,2734,Persona Física,Directa,Mujer,09/11/2016 12:00:00 a. m.,09/11/2016 12:00:00 a. m.,No
2319,2735,Persona Física,Directa,Hombre,09/11/2016 12:00:00 a. m.,09/11/2016 12:00:00 a. m.,No
2319,2736,Persona Física,Directa,Hombre,09/11/2016 12:00:00 a. m.,09/11/2016 12:00:00 a. m.,No
2319,2737,Persona Física,Directa,Mujer,09/11/2016 12:00:00 a. m.,09/11/2016 12:00:00 a. m.,No
2319,2738,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2439,2848,Persona Jurídica,,Se desconoce,08/11/2016 12:00:00 a. m.,04/09/2017 12:00:00 a. m.,No
2496,2892,Persona Jurídica,,Se desconoce,08/11/2016 12:00:00 a. m.,08/11/2016 12:00:00 a. m.,No
2661,3087,Persona Jurídica,,Se desconoce,08/11/2016 12:00:00 a. m.,08/11/2016 12:00:00 a. m.,No
417,438,Persona Jurídica,,Se desconoce,14/11/2016 12:00:00 a. m.,14/11/2016 12:00:00 a. m.,No
187,209,Persona Jurídica,,Se desconoce,14/11/2016 12:00:00 a. m.,14/11/2016 12:00:00 a. m.,No
1389,1535,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2477,2874,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
818,912,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1807,2048,Persona Jurídica,,Se desconoce,20/11/2016 12:00:00 a. m.,20/11/2016 12:00:00 a. m.,No
2461,2867,Persona Jurídica,,Se desconoce,20/11/2016 12:00:00 a. m.,20/11/2016 12:00:00 a. m.,No
1395,1541,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2615,3040,Persona Jurídica,,Se desconoce,22/11/2016 12:00:00 a. m.,22/11/2016 12:00:00 a. m.,No
2649,3079,Persona Jurídica,,Se desconoce,25/11/2016 12:00:00 a. m.,25/11/2016 12:00:00 a. m.,No
2136,2547,Persona Física,Directa,Hombre,24/11/2016 12:00:00 a. m.,24/11/2016 12:00:00 a. m.,No
2136,2548,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
186,208,Persona Jurídica,,Se desconoce,25/11/2016 12:00:00 a. m.,25/11/2016 12:00:00 a. m.,No
2868,3325,Persona Jurídica,,Se desconoce,03/05/2016 12:00:00 a. m.,03/05/2016 12:00:00 a. m.,No
2318,2721,Persona Jurídica,,Se desconoce,27/11/2016 12:00:00 a. m.,27/11/2016 12:00:00 a. m.,No
509,600,Persona Jurídica,,Se desconoce,28/11/2016 12:00:00 a. m.,28/11/2016 12:00:00 a. m.,No
1926,2155,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1388,1534,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2321,2724,Persona Jurídica,,Se desconoce,31/05/2016 12:00:00 a. m.,31/05/2016 12:00:00 a. m.,No
2441,2849,Persona Jurídica,,Se desconoce,04/12/2016 12:00:00 a. m.,28/11/2017 12:00:00 a. m.,No
2322,2725,Persona Jurídica,,Se desconoce,03/10/2016 12:00:00 a. m.,03/10/2016 12:00:00 a. m.,No
2646,3078,Persona Jurídica,Directa,No tiene valor,15/06/2016 12:00:00 a. m.,15/06/2016 12:00:00 a. m.,No
434,467,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
434,455,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
434,456,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
434,457,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
434,458,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
434,459,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
434,460,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
434,461,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
434,462,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
434,463,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
434,464,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
434,465,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
434,466,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1931,3569,Persona Jurídica,,,24/10/2017 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2586,3001,Persona Jurídica,,Se desconoce,07/12/2016 12:00:00 a. m.,07/12/2016 12:00:00 a. m.,No
2325,2727,Persona Jurídica,,Se desconoce,08/12/2016 12:00:00 a. m.,08/12/2016 12:00:00 a. m.,No
475,576,Persona Jurídica,,Se desconoce,09/12/2016 12:00:00 a. m.,09/12/2016 12:00:00 a. m.,No
2523,2917,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2387,2963,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2387,2959,Persona Física,Indirecta,Hombre,11/12/2016 12:00:00 a. m.,11/12/2016 12:00:00 a. m.,No
2387,2960,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2387,2961,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2387,2962,Persona Física,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2327,2728,Persona Jurídica,,Se desconoce,10/12/2016 12:00:00 a. m.,10/12/2016 12:00:00 a. m.,No
2416,2825,Persona Física,Indirecta,Hombre,16/12/2016 12:00:00 a. m.,16/12/2016 12:00:00 a. m.,No
2416,2826,Persona Física,Directa,Hombre,16/12/2016 12:00:00 a. m.,16/12/2016 12:00:00 a. m.,No
721,814,Persona Jurídica,,Se desconoce,14/12/2016 12:00:00 a. m.,14/12/2016 12:00:00 a. m.,No
1329,1474,Persona Jurídica,,Se desconoce,12/03/2016 12:00:00 a. m.,12/03/2016 12:00:00 a. m.,No
576,670,Persona Jurídica,,Se desconoce,20/12/2016 12:00:00 a. m.,20/12/2016 12:00:00 a. m.,No
2301,2689,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
420,441,Persona Jurídica,,Se desconoce,15/12/2016 12:00:00 a. m.,15/12/2016 12:00:00 a. m.,No
2459,2866,Persona Jurídica,,Se desconoce,27/12/2016 12:00:00 a. m.,27/12/2016 12:00:00 a. m.,No
1399,1545,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
4,6,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
398,409,Persona Jurídica,,Se desconoce,23/12/2016 12:00:00 a. m.,23/12/2016 12:00:00 a. m.,No
1115,1246,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1015,1139,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
3112,3592,Persona Jurídica,,Se desconoce,04/01/2017 12:00:00 a. m.,04/01/2017 12:00:00 a. m.,No
1932,2166,Persona Jurídica,,Se desconoce,10/02/2017 12:00:00 a. m.,10/02/2017 12:00:00 a. m.,No
790,884,Persona Jurídica,,Se desconoce,09/01/2017 12:00:00 a. m.,09/01/2017 12:00:00 a. m.,No
2192,2543,Persona Jurídica,,Se desconoce,13/12/2016 12:00:00 a. m.,13/12/2016 12:00:00 a. m.,No
1013,1136,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1017,1141,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
897,992,Persona Jurídica,,Se desconoce,14/01/2017 12:00:00 a. m.,14/01/2017 12:00:00 a. m.,No
1770,3573,Persona Jurídica,,,15/01/2017 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1701,1885,Persona Jurídica,,Se desconoce,18/01/2017 12:00:00 a. m.,18/01/2017 12:00:00 a. m.,No
1701,1884,Persona Jurídica,Directa,No tiene valor,18/01/2017 12:00:00 a. m.,18/01/2017 12:00:00 a. m.,No
1683,1866,Persona Jurídica,,Se desconoce,18/01/2017 12:00:00 a. m.,18/01/2017 12:00:00 a. m.,No
2656,3086,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1719,1908,Persona Jurídica,,Se desconoce,18/01/2017 12:00:00 a. m.,18/01/2017 12:00:00 a. m.,No
1682,1865,Persona Jurídica,,Se desconoce,20/01/2017 12:00:00 a. m.,20/01/2017 12:00:00 a. m.,No
182,204,Persona Jurídica,,Se desconoce,23/01/2017 12:00:00 a. m.,23/01/2017 12:00:00 a. m.,No
792,886,Persona Jurídica,,Se desconoce,14/05/2016 12:00:00 a. m.,14/05/2016 12:00:00 a. m.,No
3355,3852,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2010,2286,Persona Jurídica,,Se desconoce,20/01/2017 12:00:00 a. m.,02/08/2018 12:00:00 a. m.,No
1703,1887,Persona Jurídica,,Se desconoce,26/01/2017 12:00:00 a. m.,26/01/2017 12:00:00 a. m.,No
1494,1645,Persona Jurídica,,Se desconoce,16/12/2016 12:00:00 a. m.,16/12/2016 12:00:00 a. m.,No
435,468,Persona Jurídica,,Se desconoce,24/01/2017 12:00:00 a. m.,24/04/2021 12:00:00 a. m.,No
1856,2100,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2120,2507,Persona Jurídica,,Se desconoce,11/12/2012 12:00:00 a. m.,11/12/2012 12:00:00 a. m.,No
1670,1854,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2841,3298,Persona Jurídica,,Se desconoce,06/02/2017 12:00:00 a. m.,06/02/2017 12:00:00 a. m.,No
717,810,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
3113,3593,Persona Jurídica,,Se desconoce,06/02/2017 12:00:00 a. m.,06/02/2017 12:00:00 a. m.,No
2655,3084,Persona Jurídica,,Se desconoce,07/02/2017 12:00:00 a. m.,07/02/2017 12:00:00 a. m.,No
2662,3089,Persona Jurídica,,Se desconoce,05/02/2017 12:00:00 a. m.,05/02/2017 12:00:00 a. m.,No
1680,1863,Persona Jurídica,,Se desconoce,08/02/2017 12:00:00 a. m.,08/02/2017 12:00:00 a. m.,No
3009,3477,Persona Jurídica,,Se desconoce,09/02/2017 12:00:00 a. m.,09/02/2017 12:00:00 a. m.,No
3007,3474,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
817,911,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
3010,3478,Persona Jurídica,,Se desconoce,12/02/2017 12:00:00 a. m.,12/02/2017 12:00:00 a. m.,No
3117,3598,Persona Jurídica,,Se desconoce,20/01/2017 12:00:00 a. m.,20/01/2017 12:00:00 a. m.,No
200,223,Persona Jurídica,,Se desconoce,15/07/2016 12:00:00 a. m.,15/07/2016 12:00:00 a. m.,No
1699,1882,Persona Jurídica,,Se desconoce,15/02/2017 12:00:00 a. m.,15/02/2017 12:00:00 a. m.,No
362,377,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
2594,3021,Persona Jurídica,,Se desconoce,18/02/2017 12:00:00 a. m.,18/02/2017 12:00:00 a. m.,No
1681,1864,Persona Jurídica,,Se desconoce,19/02/2017 12:00:00 a. m.,19/02/2017 12:00:00 a. m.,No
2331,2741,Persona Jurídica,,Se desconoce,16/02/2017 12:00:00 a. m.,16/02/2017 12:00:00 a. m.,No
3011,3482,Persona Jurídica,,Se desconoce,20/02/2017 12:00:00 a. m.,20/02/2017 12:00:00 a. m.,No
3114,3595,Persona Jurídica,,Se desconoce,10/09/2016 12:00:00 a. m.,10/09/2016 12:00:00 a. m.,No
695,791,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
439,473,Persona Jurídica,,Se desconoce,19/07/2016 12:00:00 a. m.,07/06/2019 12:00:00 a. m.,No
592,680,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1567,1724,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
906,999,Persona Jurídica,,Se desconoce,17/01/2017 12:00:00 a. m.,17/01/2017 12:00:00 a. m.,No
1328,1473,Persona Jurídica,,Se desconoce,06/06/2016 12:00:00 a. m.,06/06/2016 12:00:00 a. m.,No
3141,3623,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
690,786,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
3198,3693,Persona Jurídica,Directa,No tiene valor,01/01/2011 12:00:00 a. m.,31/12/2011 12:00:00 a. m.,No
1718,1907,Persona Jurídica,,Se desconoce,11/02/2017 12:00:00 a. m.,11/02/2017 12:00:00 a. m.,No
1641,1827,Persona Jurídica,,Se desconoce,02/03/2017 12:00:00 a. m.,02/03/2017 12:00:00 a. m.,No
1520,1683,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
669,763,Persona Jurídica,,Se desconoce,08/03/2017 12:00:00 a. m.,08/03/2017 12:00:00 a. m.,No
1700,1883,Persona Jurídica,,Se desconoce,09/03/2017 12:00:00 a. m.,09/03/2017 12:00:00 a. m.,No
1781,2020,Persona Jurídica,,Se desconoce,09/03/2017 12:00:00 a. m.,09/03/2017 12:00:00 a. m.,No
2505,2901,Persona Jurídica,,Se desconoce,03/03/2017 12:00:00 a. m.,03/03/2017 12:00:00 a. m.,No
2155,2496,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1063,1191,Persona Jurídica,,Se desconoce,23/04/2016 12:00:00 a. m.,23/04/2016 12:00:00 a. m.,No
1760,1966,Persona Jurídica,,Se desconoce,14/03/2017 12:00:00 a. m.,14/03/2017 12:00:00 a. m.,No
1927,2157,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1914,2142,Persona Jurídica,,Se desconoce,17/03/2017 12:00:00 a. m.,17/03/2017 12:00:00 a. m.,No
443,573,Persona Jurídica,,Se desconoce,13/03/2017 12:00:00 a. m.,26/06/2019 12:00:00 a. m.,No
1523,1686,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
530,620,Persona Jurídica,,Se desconoce,21/03/2017 12:00:00 a. m.,21/03/2017 12:00:00 a. m.,No
578,666,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1521,1685,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
3015,3483,Persona Jurídica,,Se desconoce,23/03/2017 12:00:00 a. m.,23/03/2017 12:00:00 a. m.,No
3168,3661,Persona Jurídica,,Se desconoce,25/03/2017 12:00:00 a. m.,25/03/2017 12:00:00 a. m.,No
85,85,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1785,2022,Persona Jurídica,,Se desconoce,26/03/2017 12:00:00 a. m.,26/03/2017 12:00:00 a. m.,No
3067,3544,Persona Jurídica,,Se desconoce,19/08/2015 12:00:00 a. m.,19/08/2015 12:00:00 a. m.,No
1903,2132,Persona Jurídica,,Se desconoce,25/03/2017 12:00:00 a. m.,25/03/2017 12:00:00 a. m.,No
3016,3484,Persona Jurídica,,Se desconoce,14/02/2017 12:00:00 a. m.,14/02/2017 12:00:00 a. m.,No
3017,3485,Persona Jurídica,,Se desconoce,13/02/2017 12:00:00 a. m.,13/02/2017 12:00:00 a. m.,No
3018,3486,Persona Jurídica,,Se desconoce,12/12/2016 12:00:00 a. m.,12/12/2016 12:00:00 a. m.,No
1955,2275,Persona Jurídica,,Se desconoce,27/03/2017 12:00:00 a. m.,27/03/2017 12:00:00 a. m.,No
1872,2110,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1887,2129,Persona Jurídica,,Se desconoce,17/05/2017 12:00:00 a. m.,17/05/2017 12:00:00 a. m.,No
2148,2491,Persona Jurídica,,Se desconoce,28/09/2012 12:00:00 a. m.,28/09/2012 12:00:00 a. m.,No
1808,2049,Persona Jurídica,,Se desconoce,05/03/2017 12:00:00 a. m.,05/03/2017 12:00:00 a. m.,No
3358,3854,Persona Jurídica,,,01/01/1900 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
1497,1646,Persona Jurídica,,Se desconoce,25/05/2017 12:00:00 a. m.,25/05/2017 12:00:00 a. m.,No
2347,2761,Persona Jurídica,,Se desconoce,31/03/2017 12:00:00 a. m.,31/03/2017 12:00:00 a. m.,No
1915,2143,Persona Jurídica,,Se desconoce,31/03/2017 12:00:00 a. m.,31/03/2017 12:00:00 a. m.,No
1715,2000,Persona Jurídica,,,04/01/2017 12:00:00 a. m.,01/01/1900 12:00:00 a. m.,
3105,3588,Persona Jurídica,,Se desconoce,25/03/2015 12:00:00 a. m.,04/05/2015 12:00:00 a. m.,No
