IdSentenciado,aniosPrision,mesesPrision,diasPrision,bReparacion,bReparacionDefinir,bDecomiso,sBienesDecomisados,bBeneficioCondicional,bSustitutivoPena
886,2.00,6.00,0.00,No,No,Si,arma de fuego,Si,Si
893,1.00,6.00,0.00,No,No,Si,arma de fuego,Si,Si
894,6.00,8.00,0.00,No,No,Si,Marihuana,No,No
898,3.00,9.00,0.00,No,No,Si,Metanfetamina,Si,Si
901,8.00,10.00,0.00,No,No,Si,Muestra representativa de la droga,No,No
902,4.00,0.00,0.00,No,No,Si,NARCOTICO ,Si,Si
904,2.00,3.00,0.00,No,No,Si,Objeto bélico ,No,Si
905,2.00,0.00,0.00,No,No,Si,arma de fuego y cartuchos,Si,Si
910,2.00,0.00,0.00,No,No,Si,arma de fuego ,Si,Si
911,6.00,8.00,0.00,No,No,Si,NARCÓTICO,No,No
913,4.00,0.00,0.00,No,No,Si,NARCOTICO,Si,Si
914,2.00,0.00,0.00,No,No,Si,OBJETO BELICO,Si,Si
915,1.00,4.00,0.00,No,No,Si,OBJETO BELICO ,No,No
916,2.00,3.00,0.00,No,No,Si,OBJETO BELICO,Si,Si
917,2.00,8.00,0.00,No,No,Si,NARCOTICO ,Si,Si
921,4.00,2.00,0.00,Si,No,Si,dispositivos electrónicos,No,No
922,4.00,2.00,0.00,Si,No,Si,narcótico,No,No
924,3.00,0.00,0.00,Si,No,Si,clobenzorex,Si,Si
925,2.00,8.00,0.00,Si,No,Si,narcóticos,Si,Si
926,2.00,8.00,0.00,Si,No,Si,narcóticos,No,No
935,1.00,4.00,0.00,No,No,Si,arma de fuego,Si,Si
938,2.00,6.00,0.00,No,No,Si,arma de fuego,Si,Si
939,3.00,0.00,0.00,No,No,Si,armas de fuego,Si,No
940,4.00,2.00,0.00,No,No,Si,armas de fuego y cartuchos,No,No
941,7.00,0.00,0.00,No,No,Si,ocho paquetes confeccionados en cinta canela que en su interior contiene opio con un peso de 10.363.03 miligramos,No,No
944,2.00,8.00,0.00,No,No,Si,Arma,Si,Si
949,2.00,6.00,0.00,No,No,Si,. Se decretó el decomiso del narcótico afecto y se ordenó su destrucción. ,Si,Si
950,4,0,0,No,No,Si,Marihuana,Si,No
951,2.00,6.00,0.00,No,No,Si,Se decretó el decomiso del narcótico afecto y se ordenó su destrucción. ,Si,Si
952,4,0,0,No,No,Si,Marihuana,Si,Si
954,2.00,6.00,0.00,No,No,Si,Se decretó el decomiso del narcótico afecto y se ordenó su destrucción. ,Si,Si
955,5,0,0,No,No,Si,Muestras representativas de marihuana,No,No
956,6,3,0,No,No,Si,Cinco costales con 61.8 kilogramos de marihuana,No,No
957,6,3,0,No,No,Si,Cinco costales con 61.8 kilogramos de marihuana,No,No
958,6,3,0,No,No,Si,Cinco costales con 61.8 kilogramos de marihuana,No,No
959,5.00,2.00,12.00,No,No,Si,se decretó el decomiso del narcótico y armamento relacionados a la presente causa penal,No,No
961,2.00,10.00,0.00,No,No,Si,SUSTANCIAS,No,No
962,2.00,4.00,0.00,No,No,Si,un arma de fuego corta marca Smith & Wesson calibre 9 mm. matrícula A470520 con su respectivo cargador abastecido con 09 cartuchos útiles,No,No
963,3.00,9.00,0.00,No,No,Si,ciento cuarenta y cuatro punto seis gramos de metanfetamina,Si,Si
965,10,0,0,No,No,Si,Marihuana,No,No
968,2.00,4.00,24.00,No,No,Si,un arma de fuego tipo pistola calibre .38 súper con su respectivo cargador abastecido con diez cartuchos útiles del mismo calibre,No,Si
974,0.00,2.00,0.00,No,No,Si,4 COMPROBANTES CON FOLIO FISCAL 69B4892-8002-4757-9067-24 AD8C523226 22D799C2-5F48-4B4F-991A-750962093656 A586C3CB-0FAE-4388-941E-D66788486 DEE 573EFB54-7B5C-40EE-9B50-0B765-C4-D0676 ,Si,Si
978,2.00,4.00,24.00,No,No,Si,material belico,Si,No
981,4,0,0,No,No,Si,arma de fuego,No,No
985,4,0,0,No,No,Si,arma de fuego,No,No
988,3.00,0.00,0.00,Si,No,Si,artefactos bélicos,Si,Si
989,3.00,0.00,0.00,Si,No,Si,narcótico ,Si,No
991,2.00,0.00,0.00,Si,No,Si,artefacto bélico,No,No
992,1.00,1.00,15.00,Si,No,Si,artefactos bélicos,Si,No
993,3.00,2.00,12.00,No,No,Si,un arma de fuego tipo fusil calibre 7.62 x 39 milímetros,Si,Si
994,1.00,1.00,15.00,Si,No,Si,artefactos bélicos,Si,No
995,2.00,4.00,24.00,No,No,Si,un arma de fuego tipo pistola calibre .40 marca Smith & Wesson con su respectivo cargador,Si,Si
997,3.00,4.00,0.00,Si,No,Si,narcóticos,No,No
998,3.00,2.00,12.00,No,No,Si,un arma de fuego tipo carabina calibre 9 milímetros,Si,Si
999,3.00,9.00,0.00,Si,No,Si,narcóticos,Si,Si
1001,1.00,4.00,0.00,No,No,Si,arma de fuego,Si,Si
1002,1.00,7.00,24.00,No,No,Si,un arma de fuego tipo pistola calibre .25 marca Raven Arms modelo P-25 fabricada en Estados Unidos de Norteamérica con su respectivo cargador abastecido con cuatro cartuchos útiles al calibre y uno más en la recámara,No,Si
1003,7,0,0,No,No,Si,arma y narcótico,No,No
1004,3.00,2.00,12.00,No,No,Si,catorce mil cartuchos calibre 7.62 x 39 milímetros,Si,Si
1005,8.00,6.00,0.00,No,No,Si,181 kilogramos de cannabis sativa l y cuatro gramos con cinco centigramos de clorhidrato de metanfetamina,No,No
1006,20.00,4.00,24.00,No,No,Si,un arma de fuego tipo pistola color gris marca Smith & Wesson calibre .40 milímetros con su respectivo cargador abastecido con cuatro cartuchos útiles del mismo calibre,Si,Si
1010,13.00,4.00,0.00,Si,No,Si,hidrocarburo,No,No
1013,2.00,4.00,24.00,No,No,Si,un arma de fuego tipo pistola calibre 9X19 milímetros modelo CPX-2 con su respectivo cargador abastecido con nueve cartuchos del mismo calibre,Si,Si
1014,3.00,2.00,12.00,No,No,Si,un arma de fuego tipo fusil calibre 7.62 x 39 milímetros,Si,Si
1019,2.00,4.00,24.00,No,No,Si,un arma de fuego tipo pistola calibre .9 milímetros con su respectivo cargador abastecido con doce cartuchos útiles al calibre,No,Si
1020,20.00,3.00,0.00,No,No,Si,un arma de fuego tipo pistola café calibre 9mm  con mira panorámica con su cargador y 17 cartuchos calibre 9 mm,Si,Si
1023,2.00,6.00,0.00,No,No,Si,Objetos bélicos ,Si,Si
1030,10,0,0,No,No,Si,narcóticos,No,No
1033,10,0,0,No,No,Si,NARCOTICO,No,No
1035,2.00,8.00,0.00,Si,No,Si,artefacto bélico,Si,Si
1036,1.00,8.00,0.00,Si,No,Si,artefactos bélicos,Si,Si
1037,2.00,0.00,0.00,Si,No,Si,arma de fuego,Si,No
1041,2.00,0.00,0.00,Si,No,Si,arma de fuego,No,No
1043,0.00,9.00,0.00,No,No,Si,cartuchos,No,No
1044,1.00,6.00,0.00,No,No,Si,cartuchos,No,Si
1046,0,0,0,No,No,Si,Arma,No,No
1049,2.00,9.00,0.00,No,No,Si,ARMA DE FUEGO AFECTA ALA CAUSA,Si,Si
1051,20.00,4.00,24.00,No,No,Si,un arma de fuego tipo pistola calibre .45 milímetros marca Colt con su respectivo cargador y cinco cartuchos útiles del mismo calibre,Si,Si
1052,2.00,8.00,0.00,No,No,Si,documento,Si,Si
1055,1.00,8.00,0.00,No,No,Si,arma de fuego tipo revólver calibre .32" matrícula 77532 país de fabricación Estados Unidos de América,Si,Si
1059,6,3,0,No,No,Si,NARCOTICO,No,No
1061,6,3,0,No,No,Si,NARCOTICO,No,No
1062,5,0,0,No,No,Si,NARCOTICO,No,No
1069,4.00,0.00,0.00,No,No,Si,154 gramos peso neto de clorhidrato de metanfetamina,Si,Si
1078,2.00,0.00,0.00,Si,No,Si,arma ,Si,No
1081,2.00,8.00,0.00,No,No,Si,Documentos,Si,Si
1082,1.00,9.00,0.00,No,No,Si,Arma de fuego,Si,Si
1083,2.00,0.00,0.00,Si,No,Si,arma,No,No
1084,2.00,0.00,0.00,Si,No,Si,arma,Si,No
1088,6.00,8.00,0.00,No,No,Si,narcótico,No,No
1089,2.00,8.00,0.00,No,No,Si,Documento público falso,No,Si
1094,3.00,4.00,0.00,No,No,Si,narcóticos,Si,Si
1095,2.00,8.00,0.00,No,No,Si,Documento,Si,Si
1096,2.00,8.00,0.00,No,No,Si,Documento,No,No
1097,2.00,8.00,0.00,No,No,Si,Documento,Si,Si
1098,3.00,4.00,0.00,Si,No,Si,narcótico,Si,No
1099,2.00,8.00,0.00,No,No,Si,Documento,Si,Si
1100,2.00,8.00,0.00,No,No,Si,Documento,Si,Si
1106,2.00,8.00,0.00,No,No,Si,Documento,Si,Si
1113,1.00,4.00,0.00,Si,No,Si,arma,Si,No
1114,2.00,3.00,0.00,No,No,Si,arma,Si,No
1116,3.00,0.00,0.00,Si,No,Si,arma,Si,No
1120,4.00,0.00,0.00,No,No,Si,Se decretó el decomiso del narcótico afecto y se ordenó su destrucción,Si,Si
1121,4.00,0.00,0.00,No,No,Si,Se decretó el decomiso del narcótico afecto y se ordenó su destrucción,Si,Si
1125,0.00,10.00,0.00,Si,No,Si,1 kilogramo de la especie acuática asegurada,Si,Si
1133,2.00,3.00,0.00,No,No,Si,Arma de fuego,No,Si
1135,3.00,0.00,0.00,No,No,Si,Arma de fuego,No,Si
1136,2.00,3.00,0.00,No,No,Si,Arma de fuego,No,Si
1137,2.00,3.00,0.00,No,No,Si,Arma de fuego,Si,No
1139,1.00,6.00,0.00,No,No,Si,Arma de fuego,Si,Si
1140,2.00,3.00,0.00,No,No,Si,Objetos bélicos ,Si,Si
1141,1.00,4.00,0.00,No,No,Si,OBJETO BELICO,Si,Si
1142,2.00,0.00,0.00,No,No,Si,Objeto bélico ,Si,Si
1143,2.00,3.00,0.00,No,No,Si,Arma de fuego,Si,Si
1144,2.00,0.00,0.00,No,No,Si,OBJETO BELICO ,Si,Si
1145,0.00,8.00,0.00,No,No,Si,Artefacto bélico,Si,Si
1146,2.00,0.00,0.00,No,No,Si,OBJETO BELICO,Si,Si
1147,2.00,0.00,0.00,No,No,Si,narcótico,Si,No
1148,2.00,3.00,0.00,Si,No,Si,objeto metálico gris con bisagra en su parte media y en su extremo presenta dobleces.,Si,Si
1150,1.00,4.00,0.00,No,No,Si,OBJETO BELICO ,Si,Si
1151,2.00,0.00,0.00,No,No,Si,Objetos bélicos ,Si,Si
1152,4.00,0.00,0.00,No,No,Si,NARCOTICO,Si,Si
1154,1.00,8.00,0.00,No,No,Si,Objetos bélicos ,Si,Si
1155,1.00,9.00,0.00,No,No,Si,Objetos bélicos ,Si,Si
1157,2.00,3.00,0.00,No,No,Si,Objetos bélicos ,Si,Si
1158,2.00,3.00,0.00,No,No,Si,Armas,No,Si
1159,3.00,0.00,0.00,No,No,Si,SUSTANCIA CLOBENZOREX,Si,Si
1160,3.00,0.00,0.00,No,No,Si,Arma de fuego,Si,Si
1161,2.00,6.00,0.00,No,No,Si,Arma de fuego,No,No
1169,3.00,0.00,0.00,No,No,Si,Metanfetamina,Si,Si
1189,2.00,10.00,0.00,No,No,Si,artefactos bélicos ,No,No
1191,3.00,6.00,0.00,No,No,Si,narcótico,Si,No
1198,9.00,6.00,0.00,No,No,Si,artefactos bélicos y narcótico,No,No
1199,3.00,6.00,0.00,No,No,Si,narcótico,Si,No
1202,4.00,0.00,0.00,No,No,Si,narcotico,Si,Si
1209,3,0,0,No,No,Si,arma de fuego,Si,No
1211,4.00,0.00,0.00,No,No,Si,Narcótico,No,No
1212,7,0,0,No,No,Si,decomiso de los narcóticos y artefacto bélico,No,No
1213,8.00,0.00,0.00,No,No,Si,Narcótico,No,No
1214,2.00,10.00,0.00,No,No,Si,arma y droga ,No,No
1217,4.00,0.00,0.00,No,No,Si,narcótico,No,No
1218,4.00,0.00,0.00,No,No,Si,narcótico,No,No
1219,4.00,0.00,0.00,No,No,Si,narcótico,No,No
1223,4.00,0.00,0.00,No,No,Si,NARCOTICO,Si,Si
1224,3.00,8.00,0.00,No,No,Si,artefactos bélicos,No,No
1225,1.00,4.00,0.00,No,No,Si,OBJETO BELICO ,Si,No
1226,4.00,5.00,10.00,No,No,Si,OBJETO BELICO ,No,No
1227,6.00,8.00,0.00,No,No,Si,OBJETO BELICO ,No,No
1228,3.00,2.00,12.00,No,No,Si,NARCOTICO,Si,No
1229,2.00,0.00,0.00,No,No,Si,arma de fuego de calibre 9 milímetros con un cargador de metal y 10 cartuchos útiles al calibre.,Si,Si
1245,4.00,0.00,0.00,No,No,Si,Se decretó el decomiso del estupefaciente y se ordenó su destrucción.,Si,Si
1246,3.00,8.00,0.00,No,No,Si,Los artefactos bélicos,Si,Si
1247,3.00,8.00,0.00,No,No,Si,Los artefactos bélicos,Si,Si
1248,5.00,6.00,0.00,No,No,Si,El material bélico y narcótico,No,No
1249,5.00,6.00,0.00,No,No,Si,El material bélico y narcótico,No,No
1250,4.00,0.00,0.00,No,No,Si,Los artefactos bélicos,Si,Si
1251,4.00,0.00,0.00,No,No,Si,El material bélico,Si,Si
1252,7.00,1.00,0.00,No,No,Si,cocaína y metanfetamina,No,No
1253,6.00,10.00,0.00,No,No,Si,dos armas de fuego y metanfetamina,No,No
1255,6.00,6.00,0.00,No,No,Si,Material bélico y el narcótico,No,No
1256,6.00,6.00,0.00,No,No,Si,Material bélico y el narcótico,No,No
1257,7.00,0.00,0.00,No,No,Si,El material bélico y narcótico,No,No
1258,7.00,0.00,0.00,No,No,Si,El material bélico y narcótico  ,No,No
1259,4.00,0.00,0.00,No,No,Si,pistola y escopeta,Si,Si
1260,4.00,0.00,0.00,No,No,Si,pistola y escopeta,Si,Si
1262,1.00,6.00,0.00,No,No,Si,Arma de fuego,Si,Si
1275,4.00,0.00,0.00,No,No,Si,Piezas de papel moneda,Si,Si
1277,2.00,0.00,0.00,No,No,Si,Objeto bélico afecto y sus accesorios,Si,Si
1278,3.00,4.00,0.00,No,No,Si,Piezas de papel moneda,Si,Si
1279,3.00,4.00,0.00,No,No,Si,Piezas de papel moneda,Si,Si
1281,2.00,8.00,0.00,No,No,Si,Objetos bélicos afectos y sus accesorios,Si,Si
1282,0.00,5.00,0.00,No,No,Si,Narcótico afecto,Si,Si
1283,2.00,4.00,24.00,No,No,Si,decomiso del material bélico,No,Si
1284,10.00,0.00,0.00,No,No,Si, decomiso del narcótico,No,No
1285,10.00,0.00,0.00,No,No,Si,Narcotico ,No,No
1286,10.00,0.00,0.00,No,No,Si,Narcotico,No,No
1289,3.00,0.00,0.00,No,No,Si,arma de fuego,Si,No
1296,2.00,6.00,20.00,No,No,Si,arma y narcotico,No,Si
1298,1.00,9.00,0.00,No,No,Si,Arma de fuego,Si,No
1299,4.00,0.00,0.00,No,No,Si,Droga y báscula,Si,Si
1300,4.00,0.00,0.00,No,No,Si,Droga y báscula,Si,Si
1304,3.00,6.00,0.00,No,No,Si,arma de fuego y cartuchos,Si,Si
1306,1.00,8.00,0.00,No,No,Si,Objetos bélicos ,Si,Si
1307,2.00,0.00,0.00,No,No,Si,Objetos bélicos ,Si,Si
1315,2.00,3.00,0.00,No,No,Si,Arma,Si,Si
1316,2.00,6.00,0.00,No,No,Si,Arma,Si,Si
1325,4.00,0.00,0.00,No,No,Si,Artefactos bélicos,No,No
1326,1.00,11.00,0.00,No,No,Si,artefacto bélico,No,No
1327,1.00,11.00,0.00,No,No,Si,artefacto bélico,No,No
1328,1.00,11.00,0.00,No,No,Si,artefacto bélico,No,No
1331,6.00,7.00,15.00,Si,Si,Si,arma de fuego y seis cartuchos,No,No
1340,5.00,0.00,22.00,Si,Si,Si,dispositivo electrónico conocido como bloqueador o inhibidor de señal,No,No
1342,2.00,3.00,0.00,No,No,Si,arma de fuego ,Si,Si
1346,1.00,6.00,18.00,No,No,Si,Cartuchos,Si,Si
1349,7.00,6.00,0.00,No,No,Si,MARIHUANA,No,No
1354,1.00,6.00,0.00,No,No,Si,Arma de fuego,Si,Si
1357,1.00,6.00,0.00,No,No,Si,Arma de fuego y cartuchos,Si,Si
1360,0.00,6.00,20.00,No,No,Si,Metanfetamina,Si,Si
1361,6.00,0.00,0.00,No,No,Si,Psicotroópico y arma de fuego,No,No
1365,2.00,0.00,0.00,No,No,Si,armas,Si,Si
1369,4.00,0.00,0.00,No,No,Si,armas,Si,Si
1370,2.00,0.00,0.00,No,No,Si,armas,Si,Si
1371,2.00,0.00,0.00,No,No,Si,armas,Si,Si
1372,3,0,0,No,No,Si,arma. cargador. cartuchos,Si,Si
1374,2.00,10.00,0.00,No,No,Si,un arma de fuego tipo carabina calibre .223/.22LR marca Smith & Wesson sin matrícula modelo M&P15. con su cargador con siete cartuchos útiles al calibre.,Si,Si
1384,4.00,0.00,0.00,No,No,Si,narcótico ,Si,Si
1385,2.00,0.00,0.00,No,No,Si,OBJETO BELICO ,Si,Si
1386,2.00,4.00,0.00,No,No,Si,OBJETO BELICO ,Si,Si
1388,2.00,6.00,0.00,No,No,Si,pistola,Si,Si
1392,5.00,0.00,0.00,No,No,Si,Narcóticos y cartuchos afectos,No,No
1393,11,10,15,No,No,Si,Narcóticos,No,No
1394,4.00,0.00,0.00,No,No,Si,Armas ,Si,No
1395,4.00,8.00,0.00,No,No,Si,Narcótico,No,No
1396,3.00,8.00,0.00,No,No,Si,Arma y cartuchos afectos a la causa,Si,Si
1398,2.00,8.00,0.00,No,No,Si,Arma de fuego,Si,Si
1399,2.00,4.00,24.00,No,No,Si,Arma,Si,Si
1400,3.00,6.00,0.00,No,No,Si,DROGA,Si,No
1401,4.00,0.00,0.00,No,No,Si,armas ,No,No
1404,2.00,8.00,0.00,No,No,Si,artefactos bélicos,No,No
1406,2.00,0.00,0.00,No,No,Si,arma ,No,No
1408,2.00,8.00,0.00,No,No,Si,artefactos bélicos,No,No
1412,8.00,6.00,0.00,No,No,Si,narcótico ,No,No
1413,2.00,10.00,0.00,No,No,Si,artefactos bélicos,No,No
1414,2.00,6.00,0.00,No,No,Si,ARMA DE FUEGO,Si,Si
1418,8.00,6.00,0.00,No,No,Si,objetos relacionados únicamente con los aquí sentenciados,No,No
1419,7.00,6.00,0.00,No,No,Si,objetos relacionados únicamente con los aquí sentenciados,No,No
1420,7.00,6.00,0.00,No,No,Si,objetos relacionados únicamente con los aquí sentenciados,No,No
1421,7.00,6.00,0.00,No,No,Si,objetos relacionados únicamente con los aquí sentenciados,No,No
1422,7.00,6.00,0.00,No,No,Si,objetos relacionados únicamente con los aquí sentenciados,No,No
1423,7.00,6.00,0.00,No,No,Si,objetos relacionados únicamente con los aquí sentenciados,No,No
1424,7.00,0.00,0.00,No,No,Si,objetos relacionados únicamente con los aquí sentenciados,No,No
1425,7.00,0.00,0.00,No,No,Si,objetos relacionados únicamente con los aquí sentenciados,No,No
1426,10,0,0,No,No,Si,Metanfetamina ,No,No
1434,6.00,8.00,0.00,No,No,Si,Cannabis Sativa L.,No,No
1435,3.00,8.00,0.00,No,No,Si,Setecientos ochenta y siete gramos con ochocientos miligramos de Clorhidrato de Metanfetamina.,Si,Si
1443,4.00,0.00,0.00,No,No,Si,artefactos bélicos ,Si,No
1444,2.00,8.00,0.00,No,No,Si,Copia del documento a manera de certificado de bachillerato A160219 supuestamente expedido el treinta de agosto de dos mil siete por el Instituto de Progreso de Enseñanza en Computación  Sociedad Civil Texcoco Estado de México,Si,Si
1445,2.00,8.00,0.00,No,No,Si,arma ,Si,No
1447,7.00,8.00,0.00,No,No,Si,arma ,Si,No
1448,2.00,8.00,0.00,No,No,Si,arma,No,No
1449,4.00,0.00,0.00,No,No,Si,arma,No,No
1450,4.00,0.00,0.00,No,No,Si,arma y cartuchos ,No,No
1451,4.00,0.00,0.00,No,No,Si,arma y droga ,Si,No
1463,4.00,0.00,0.00,No,No,Si,Los objetos bélicos asegurados por el fiscal,Si,No
1464,4.00,0.00,0.00,No,No,Si,Los asegurados por el fiscal.,Si,No
1465,4.00,0.00,0.00,No,No,Si,Los asegurados por el Ministerio Publico,Si,No
1466,3.00,0.00,0.00,No,No,Si,Los asegurados por el Ministerio Público,Si,No
1467,3.00,6.00,0.00,No,No,Si,Los bienes asegurados por el Ministerio Público,Si,No
1472,2.00,6.00,0.00,No,No,Si,revólver calibre 357,Si,Si
1474,2.00,6.00,0.00,No,No,Si,revólver calibre 357,Si,Si
1479,4.00,0.00,0.00,No,No,Si,artefactos bélicos ,No,No
1480,2.00,0.00,0.00,No,No,Si,Material bélico y narcótico afecto,Si,Si
1481,2.00,0.00,0.00,No,No,Si,Material bélico y el narcótico,No,Si
1482,2.00,8.00,0.00,No,No,Si,ARMA DE FUEGO ,Si,No
1483,8.00,5.00,0.00,No,No,Si,arma de fuego ,Si,No
1484,2.00,8.00,0.00,No,No,Si,arma de fuego ,Si,No
1485,4.00,0.00,0.00,No,No,Si,material bélico y documento apócrifo asegurados,No,No
1488,3.00,6.00,0.00,No,No,Si,ARMA Y CARTUCHOS ,Si,No
1489,3.00,6.00,0.00,No,No,Si,ARMA Y CARTUCHOS ,Si,No
1490,2.00,8.00,0.00,No,No,Si,arma de fuego,Si,No
1492,2.00,8.00,0.00,No,No,Si,ARMA DE FUEGO,Si,No
1493,2.00,0.00,0.00,No,No,Si,arma de fuego ,Si,No
1495,3.00,6.00,0.00,No,No,Si,armas y cartuchos ,Si,No
1496,3.00,0.00,0.00,No,No,Si,arma de fuego ,No,No
1497,4.00,0.00,0.00,No,No,Si,droga ,No,No
1506,2.00,6.00,0.00,No,No,Si,arma de fuego ,Si,No
1507,2.00,8.00,0.00,No,No,Si,arma de fuego ,Si,No
1510,3.00,0.00,0.00,No,No,Si,droga y semillas ,Si,No
1511,3.00,0.00,0.00,No,No,Si,narcótico,Si,No
1512,2.00,6.00,0.00,No,No,Si,ARMA DE FUEGO ,Si,No
1513,2.00,6.00,0.00,No,No,Si,ARMA DE FUEGO ,Si,No
1514,4.00,0.00,0.00,No,No,Si,DROGA ,Si,No
1516,4.00,0.00,0.00,No,No,Si,armas ,Si,No
1517,4.00,0.00,0.00,No,No,Si,armas ,No,No
1520,0.00,8.00,2.00,Si,No,Si,especie acuática en veda,Si,Si
1521,0.00,8.00,2.00,Si,No,Si,especie acuática en veda,Si,Si
1522,0.00,10.00,0.00,Si,No,Si,especie acuática en veda,No,Si
1523,3.00,4.00,0.00,No,No,Si,ARMA DE FUEGO Y CARTUCHO.,Si,No
1524,0.00,8.00,2.00,Si,No,Si,especie acuática en veda,Si,Si
1525,8.00,0.00,0.00,No,No,Si,narcótico relacionado,No,No
1526,8.00,0.00,0.00,No,No,Si,narcótico relacionado,No,No
1527,0.00,8.00,2.00,Si,No,Si,especie acuática en veda,Si,Si
1528,0.00,6.00,0.00,Si,No,Si,especie acuática en veda,Si,Si
1529,4.00,0.00,0.00,No,No,Si,narcótico relacionado,No,No
1530,2.00,3.00,0.00,No,No,Si,Arma de fuego con cargador y cartuchos,Si,Si
1532,4.00,0.00,0.00,No,No,Si,narcótico relacionado,No,No
1536,2.00,0.00,0.00,No,No,Si,artefacto bélico,No,No
1538,2.00,8.00,0.00,No,No,Si,artefacto bélico,No,No
1539,4.00,0.00,0.00,No,No,Si,Un arma de fuego y narcótico,No,No
1540,2.00,0.00,0.00,No,No,Si,Arma de fuego y cartuchos,Si,Si
1541,0.00,10.00,0.00,Si,No,Si,Especies de fauna silvestre terreste,Si,Si
1542,2.00,6.00,0.00,No,No,Si,Material bélico ,No,No
1543,0.00,9.00,0.00,Si,No,Si,Especies de fauna silvestre,Si,Si
1544,2.00,6.00,0.00,No,No,Si,El material bélico ,Si,Si
1546,3.00,0.00,0.00,No,No,Si,Los bienes asegurados por el Ministerio Público,Si,No
1547,4.00,0.00,0.00,No,No,Si,Narcótico,Si,Si
1548,3.00,0.00,0.00,No,No,Si,Los  artefactos belicos aseguarados por el Ministerio Público.,Si,No
1549,4.00,0.00,0.00,No,No,Si,Narcóticos y objeto,Si,No
1550,4.00,0.00,0.00,No,No,Si,Narcótico y objeto,Si,No
1551,3.00,0.00,0.00,No,No,Si,Los asegurados por el Ministerio Público,Si,No
1552,0.00,10.00,0.00,Si,No,Si,Especie acuática en veda,Si,Si
1553,0.00,10.00,0.00,Si,No,Si,Especie acuática en veda,Si,Si
1558,1.00,6.00,0.00,No,No,Si,ARMA DE FUEGO,Si,Si
1559,2.00,0.00,0.00,No,No,Si,ARMA DE FUEGO,Si,Si
1560,12,10,0,No,No,Si,objetos bélicos atribuidos,No,No
1561,8,8,0,No,No,Si,objetos bélicos atribuidos,No,No
1562,10,4,0,No,No,Si,objetos bélicos atribuidos,No,No
1563,4.00,0.00,0.00,No,No,Si,Narcóticos afectos,Si,Si
1564,4.00,0.00,0.00,No,No,Si,Narcóticos afectos,Si,Si
1565,4,0,0,No,No,Si,objeto bélico atribuido,Si,No
1566,3.00,10.00,0.00,No,No,Si,DROGA RESTANTE,No,No
1569,3,0,0,No,No,Si,objeto bélico atribuido,Si,No
1571,3,0,0,No,No,Si,objetos bélicos atribuidos,No,No
1572,4,0,0,No,No,Si,objetos bélicos atribuidos,No,No
1573,7,7,15,No,No,Si,objeto bélico y narcóticos atribuidos,No,No
1574,8,0,0,Si,No,Si,vehículo afecto,No,No
1575,8,0,0,Si,No,Si,vehículo afecto,No,No
1576,8,0,0,Si,No,Si,vehículo afecto,No,No
1582,3,0,0,No,No,Si,objeto bélico atribuido,Si,No
1583,3,10,0,No,No,Si,objeto bélico y narcótico atribuidos,No,No
1588,4.00,0.00,0.00,No,No,Si,Armas de fuego ,No,No
1589,3.00,0.00,0.00,No,No,Si,DROGA ,No,No
1590,2.00,8.00,0.00,No,No,Si,ARMA ,Si,No
1591,8.00,6.00,0.00,No,No,Si,DROGA,No,No
1593,3.00,6.00,0.00,No,No,Si,ARMA Y DROGA ,Si,No
1595,2,8,0,No,No,Si,narcótico atribuido,No,No
1596,4.00,1.00,0.00,No,No,Si,ARMAS ,Si,No
1597,4.00,1.00,0.00,No,No,Si,ARMAS ,No,No
1598,4.00,1.00,0.00,No,No,Si,ARMAS ,No,No
1599,4.00,0.00,0.00,No,No,Si,ARMAS ,Si,No
1601,3.00,0.00,0.00,No,No,Si,ARMA DE FUEGO,Si,No
1602,8,0,0,No,No,Si,objeto bélico y narcótico atribuidos,No,No
1603,8.00,0.00,0.00,No,No,Si,DROGA ,No,No
1604,6,8,0,No,No,Si,objetos bélicos atribuidos,No,No
1605,6,8,0,No,No,Si,objetos bélicos atribuidos,No,No
1606,6,8,0,No,No,Si,objetos bélicos atribuidos,No,No
1607,2.00,6.00,0.00,No,No,Si,arma,Si,No
1610,4,6,0,No,No,Si,objetos bélicos atribuidos,No,No
1611,4,0,0,No,No,Si,narcótico atribuido,No,No
1612,8.00,0.00,0.00,No,No,Si,DROGA ,No,No
1613,6,0,0,No,No,Si,objetos bélicos y narcótico,No,No
1615,18,6,0,No,No,Si,objetos bélicos atribuidos,No,No
1616,15,6,0,No,No,Si,objetos bélicos atribuidos,No,No
1617,15,6,0,No,No,Si,objetos bélicos atribuidos,No,No
1618,4.00,0.00,0.00,No,No,Si,Narcótico,No,No
1619,3.00,8.00,0.00,No,No,Si,Narcótico,Si,Si
1620,3.00,8.00,0.00,No,No,Si,Narcóticos,Si,Si
1626,4.00,0.00,0.00,No,No,Si,Narcóticos y su embalaje,Si,Si
1627,4.00,0.00,0.00,No,No,Si,Decomiso y su embalaje,Si,Si
1628,4.00,0.00,0.00,No,No,Si,Narcóticos,Si,Si
1629,1.00,6.00,0.00,Si,No,Si,arma,Si,No
1630,2.00,0.00,0.00,Si,No,Si,artefacto bélico,Si,No
1631,3.00,0.00,0.00,Si,No,Si,arma,Si,No
1632,3.00,0.00,0.00,No,No,Si,Credencial apócrifa,Si,Si
1633,1.00,6.00,0.00,No,No,Si,Narcóticos y numerario,Si,Si
